1.0,1.0,1.0,1.0,1.0,1.0
0.98,1.0,1.0,1.0,1.0,1.0
0.98,1.0,0.98,0.98,0.98,0.98
0.92,0.98,0.94,0.82,0.82,0.82
0.88,0.9,0.76,0.58,0.6,0.6
0.74,0.74,0.54,0.4,0.4,0.4
0.7,0.7,0.36,0.24,0.26,0.26
0.68,0.6,0.18,0.16,0.16,0.16
0.58,0.52,0.14,0.04,0.06,0.08
0.46,0.46,0.02,0.0,0.0,0.0
0.4,0.4,0.0,0.0,0.0,0.0
0.38,0.32,0.0,0.0,0.0,0.0
0.28,0.28,0.0,0.0,0.0,0.0
0.24,0.22,0.0,0.0,0.0,0.0
0.22,0.16,0.0,0.0,0.0,0.0
0.18,0.16,0.0,0.0,0.0,0.0
0.14,0.08,0.0,0.0,0.0,0.0
0.1,0.06,0.0,0.0,0.0,0.0
0.08,0.02,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
