0.52,0.84,0.7,0.72,0.76,0.76,0.76,0.78,0.8,0.8,0.8,0.8
0.56,0.92,0.9,0.76,0.76,0.76,0.8,0.8,0.82,0.82,0.82,0.82
0.56,0.92,0.92,0.88,0.78,0.82,0.84,0.84,0.82,0.82,0.82,0.82
0.56,0.94,0.92,0.9,0.84,0.84,0.84,0.84,0.86,0.86,0.86,0.86
0.56,0.96,0.94,0.9,0.86,0.86,0.86,0.88,0.88,0.88,0.88,0.88
0.56,0.96,0.94,0.92,0.92,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.56,0.96,0.94,0.94,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
0.58,0.96,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.58,0.96,0.96,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.58,0.98,0.96,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.58,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.58,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.58,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.58,0.98,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.6,0.98,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.6,0.98,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.6,0.98,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.6,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
